isolate_id,genotype,collection_time,zoe_genotype,location,profile_lab,PB2,PB1,PA,HA,NP,NA,MP,NS,genotypenew
EPI_ISL_13969423,H5N1/2021/R2,2022.323,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16113231,H5N1/2021/R2,2022.433,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16113242,H5N1/2021/R2,2022.433,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16937307,H5N1/2021/R2,2023.047,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17710051,H5N1/2021/R2,2023.293,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17015363,H5N1/2021/R2,2023.126,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16574569,H5N1/2021/R2,2022.992,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17514134,H5N1/2021/R2,2023.197,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16196756,H5N1/2021/R2,2022.899,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16196757,H5N1/2021/R2,2022.907,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16196758,H5N1/2021/R2,2022.899,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16196759,H5N1/2021/R2,2022.899,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16196760,H5N1/2021/R2,2022.899,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16196761,H5N1/2021/R2,2022.899,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16199040,H5N1/2021/R2,2022.852,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16199509,H5N1/2021/R2,2022.852,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16206845,H5N1/2021/R2,2022.942,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_14064985,H5N1/2021/R2,2022.51,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957953,H5N1/2021/R2,2022.855,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384176,H5N1/2021/R2,2022.912,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384177,H5N1/2021/R2,2022.915,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17716808,H5N1/2021/R2,2023.359,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_18075704,H5N1/2021/R2,2023.203,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_14171729,H5N1/2021/R2,2022.523,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384139,H5N1/2021/R2,2022.723,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_14233919,H5N1/2021/R2,2022.559,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384141,H5N1/2021/R2,2022.874,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_14233921,H5N1/2021/R2,2022.534,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384143,H5N1/2021/R2,2022.882,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16676471,H5N1/2021/R2,2023.025,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16676474,H5N1/2021/R2,2022.967,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16676487,H5N1/2021/R2,2022.707,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384147,H5N1/2021/R2,2022.885,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_14233931,H5N1/2021/R2,2022.532,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_14233932,H5N1/2021/R2,2022.532,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384152,H5N1/2021/R2,2022.877,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384153,H5N1/2021/R2,2022.899,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384154,H5N1/2021/R2,2022.901,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384155,H5N1/2021/R2,2022.901,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384156,H5N1/2021/R2,2022.907,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384157,H5N1/2021/R2,2022.91,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384158,H5N1/2021/R2,2022.91,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16741402,H5N1/2021/R2,2022.94,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16574516,H5N1/2021/R2,2022.975,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16748778,H5N1/2021/R2,2022.627,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13617699,H5N1/2021/R2,2022.455,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16548600,H5N1/2021/R2,2022.89,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16507098,H5N1/2021/R2,2022.658,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16956029,H5N1/2021/R2,2023.055,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17774061,H5N1/2021/R2,2023.2,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384167,H5N1/2021/R2,2022.923,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16810562,H5N1/2021/R2,2022.66,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16810698,H5N1/2021/R2,2022.542,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384170,H5N1/2021/R2,2022.893,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16811183,H5N1/2021/R2,2023.019,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384172,H5N1/2021/R2,2022.893,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16979814,H5N1/2021/R2,2022.942,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16811191,H5N1/2021/R2,2023.027,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13613225,H5N1/2021/R2,2022.438,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13617698,H5N1/2021/R2,2022.447,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957966,H5N1/2021/R2,2022.866,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16524591,H5N1/2021/R2,2022.795,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957978,H5N1/2021/R2,2022.866,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16524594,H5N1/2021/R2,2022.852,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384181,H5N1/2021/R2,2022.929,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16904550,H5N1/2021/R2,2022.86,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957722,H5N1/2021/R2,2022.816,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384185,H5N1/2021/R2,2022.929,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16547851,H5N1/2021/R2,2022.934,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16548347,H5N1/2021/R2,2022.852,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16548356,H5N1/2021/R2,2022.858,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17584809,H5N1/2021/R2,2023.255,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16548429,H5N1/2021/R2,2022.855,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16548638,H5N1/2021/R2,2022.748,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384198,H5N1/2021/R2,2022.945,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_14864637,H5N1/2021/R2,2022.455,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16395206,H5N1/2021/R2,2022.978,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16937301,H5N1/2021/R2,2022.94,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16398194,H5N1/2021/R2,2022.775,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16937303,H5N1/2021/R2,2022.937,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16937304,H5N1/2021/R2,2022.937,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16574500,H5N1/2021/R2,2022.97,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16444163,H5N1/2021/R2,2022.94,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13617697,H5N1/2021/R2,2022.447,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17716830,H5N1/2021/R2,2023.359,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17015360,H5N1/2021/R2,2023.126,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15697407,H5N1/2021/R2,2022.715,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16811195,H5N1/2021/R2,2023.014,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17015366,H5N1/2021/R2,2023.126,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16574599,H5N1/2021/R2,2022.932,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16507104,H5N1/2021/R2,2022.792,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16979808,H5N1/2021/R2,2022.885,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16979809,H5N1/2021/R2,2022.899,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16507109,H5N1/2021/R2,2022.742,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16507177,H5N1/2021/R2,2022.756,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16524187,H5N1/2021/R2,2022.959,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16811185,H5N1/2021/R2,2023.022,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16979815,H5N1/2021/R2,2022.992,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17257530,H5N1/2021/R2,2023.186,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16997293,H5N1/2021/R2,2022.937,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16676489,H5N1/2021/R2,2022.97,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16811199,H5N1/2021/R2,2022.995,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957972,H5N1/2021/R2,2022.866,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16638641,H5N1/2021/R2,2022.934,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16524595,H5N1/2021/R2,2022.888,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384138,H5N1/2021/R2,2022.784,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16638657,H5N1/2021/R2,2022.934,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16547666,H5N1/2021/R2,2022.934,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15581792,H5N1/2021/R2,2022.781,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16647784,H5N1/2021/R2,2022.934,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17267157,H5N1/2021/R2,2023.167,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17015359,H5N1/2021/R2,2023.126,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16113230,H5N1/2021/R2,2022.463,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17033246,H5N1/2021/R2,2023.099,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15234656,H5N1/2021/R2,2022.436,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16549245,H5N1/2021/R2,2022.888,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16549349,H5N1/2021/R2,2022.871,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16549379,H5N1/2021/R2,2022.792,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15267016,H5N1/2021/R2,2022.455,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17791551,H5N1/2021/R2,2023.373,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16574488,H5N1/2021/R2,2022.967,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16741325,H5N1/2021/R2,2022.926,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16574507,H5N1/2021/R2,2022.975,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17716829,H5N1/2021/R2,2023.359,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857845,H5N1/2021/R2,2022.866,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957940,H5N1/2021/R2,2022.858,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13398726,H5N1/2021/R2,2022.436,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16997751,H5N1/2021/R2,2023.066,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16740903,H5N1/2021/R2,2022.94,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17716807,H5N1/2021/R2,2023.359,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16574657,H5N1/2021/R2,2022.953,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16574682,H5N1/2021/R2,2022.97,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16574697,H5N1/2021/R2,2022.94,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16574710,H5N1/2021/R2,2022.94,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16574723,H5N1/2021/R2,2022.94,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16574736,H5N1/2021/R2,2022.959,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16979813,H5N1/2021/R2,2022.915,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17005631,H5N1/2021/R2,2023.118,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13617695,H5N1/2021/R2,2022.427,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17033244,H5N1/2021/R2,2023.099,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13199866,H5N1/2021/R2,2022.408,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16056571,H5N1/2021/R2,2022.855,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16740904,H5N1/2021/R2,2022.915,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15878543,H5N1/2021/R2,2022.688,G11,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16638642,H5N1/2021/R2,2022.934,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585885,H5N1/2021/R2,2022.784,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585759,H5N1/2021/R2,2022.775,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16638676,H5N1/2021/R2,2022.934,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16984869,H5N1/2021/R2,2022.953,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16984878,H5N1/2021/R2,2022.658,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857844,H5N1/2021/R2,2022.855,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13613222,H5N1/2021/R2,2022.427,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16741201,H5N1/2021/R2,2022.929,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16096044,H5N1/2021/R2,2022.499,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15585758,H5N1/2021/R2,2022.797,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15698370,H5N1/2021/R2,2022.726,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16937298,H5N1/2021/R2,2022.94,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16741031,H5N1/2021/R2,2022.921,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16741326,H5N1/2021/R2,2022.937,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957906,H5N1/2021/R2,2022.847,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16741221,H5N1/2021/R2,2022.932,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13398727,H5N1/2021/R2,2022.441,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16956376,H5N1/2021/R2,2023.06,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13199865,H5N1/2021/R2,2022.411,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17470104,H5N1/2021/R2,2023.219,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17791548,H5N1/2021/R2,2023.373,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16811039,H5N1/2021/R2,2022.997,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384166,H5N1/2021/R2,2022.89,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957998,H5N1/2021/R2,2022.871,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16056572,H5N1/2021/R2,2022.877,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17791547,H5N1/2021/R2,2023.373,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16979812,H5N1/2021/R2,2022.91,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15857843,H5N1/2021/R2,2022.852,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957912,H5N1/2021/R2,2022.847,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16937302,H5N1/2021/R2,2022.937,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16937299,H5N1/2021/R2,2022.94,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957984,H5N1/2021/R2,2022.868,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17465836,H5N1/2021/R2,2023.205,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17465830,H5N1/2021/R2,2023.197,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17791550,H5N1/2021/R2,2023.373,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384140,H5N1/2021/R2,2022.874,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16997756,H5N1/2021/R2,2023.077,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16956404,H5N1/2021/R2,2023.03,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17015369,H5N1/2021/R2,2023.126,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15699041,H5N1/2021/R2,2022.721,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17791549,H5N1/2021/R2,2023.373,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16112044,H5N1/2021/R2,2022.463,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16997755,H5N1/2021/R2,2023.077,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17033243,H5N1/2021/R2,2023.09,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16937300,H5N1/2021/R2,2022.94,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17015367,H5N1/2021/R2,2023.126,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17791546,H5N1/2021/R2,2023.373,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15878544,H5N1/2021/R2,2022.688,G11,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16741115,H5N1/2021/R2,2022.926,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_15957919,H5N1/2021/R2,2022.849,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16997754,H5N1/2021/R2,2023.077,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13778523,H5N1/2021/R2,2022.466,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16997757,H5N1/2021/R2,2023.077,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384199,H5N1/2021/R2,2022.964,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17470102,H5N1/2021/R2,2023.164,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_18011232,H5N1/2021/R2,2023.488,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_17015368,H5N1/2021/R2,2023.126,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16384149,H5N1/2021/R2,2022.885,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16096047,H5N1/2021/R2,2022.504,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_13398725,H5N1/2021/R2,2022.427,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16096040,H5N1/2021/R2,2022.493,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16098026,H5N1/2021/R2,2022.532,G1,Europe,H5N1/2021/R2,1,1,2,1,1,1,1,1,G2
EPI_ISL_16613712,H5N1/2021/R5,2023.003,G10,Europe,H5N1/2021/R5,9,1,1,1,1,1,1,6,G14
EPI_ISL_16613711,H5N1/2021/R5,2022.995,G10,Europe,H5N1/2021/R5,9,1,1,1,1,1,1,6,G14
EPI_ISL_16937294,H5N1/2021/R5,2023.027,G10,Europe,H5N1/2021/R5,9,1,1,1,1,1,1,6,G14
EPI_ISL_13955204,H5N1/2021/R5,2022.279,G10,Europe,H5N1/2021/R5,9,1,1,1,1,1,1,6,G14
EPI_ISL_16937305,H5N1/2021/R5,2023.038,G10,Europe,H5N1/2021/R5,9,1,1,1,1,1,1,6,G14
EPI_ISL_13967740,H5N1/2021/R5,2022.279,G10,Europe,H5N1/2021/R5,9,1,1,1,1,1,1,6,G14
EPI_ISL_16638696,H5N1/2021/R5,2023.027,G10,Europe,H5N1/2021/R5,9,1,1,1,1,1,1,6,G14
